"RMS_received_1","RMS_received_2","RMS_received_3","RMS_received_4","RMS_received_5","RMS_received_6"
NA,NA,91.1,81.65,81.93,NA
NA,NA,NA,NA,93.01,91.41
83.37,79.64,NA,85.69,NA,NA
87.1,88.68,NA,NA,NA,NA
NA,NA,NA,NA,89.58,85.88
91.81,94.17,90.46,93.87,91.72,87.32
93.93,NA,94.3,81.29,95.54,90.61
93.69,96.93,91.4,97.06,94.09,NA
91.6,97.06,93.18,94.96,92.67,87.8
NA,NA,94.34,86.2,78.49,NA
96.89,85.16,95.16,89,NA,NA
NA,86.16,80.84,89.86,NA,NA
94.35,85.49,84.56,82,81.35,NA
NA,98.98,92.5,100.15,NA,NA
NA,NA,NA,NA,96.31,90.6
72.46,91.91,69.61,78.91,104.47,87.87
94.54,97.56,92.09,95.14,78.78,NA
89.79,NA,87.65,92.88,90.82,85.24
98.29,89.82,90.85,86.19,84.86,NA
81.65,86.75,88.12,80.49,90.59,NA
83.88,81.77,85.61,NA,87.96,96.87
NA,NA,87.96,88.57,91.83,80.22
86.7,83.7,82.82,81.75,NA,NA
NA,NA,91.8,85.22,86.12,NA
87.18,NA,85.8,81.41,82.58,NA
NA,NA,NA,89.49,91.6,82.45
NA,NA,NA,90.49,88.68,86.38
92.27,89.64,90.2,NA,NA,NA
97.1,89.62,87.81,85.85,84.71,NA
84.73,84.88,81.48,NA,84.96,NA
NA,81.7,76.97,82.84,NA,NA
NA,NA,NA,87.63,85.49,84.58
NA,NA,100.77,83.01,82.01,NA
98.04,102.67,98.34,104.82,NA,NA
97.16,90.92,97.88,NA,97.11,NA
86.06,NA,89.42,NA,89.67,NA
92.5,79.15,90.88,94.59,92.85,82.86
94.19,98.93,103.32,84.35,89.93,NA
NA,NA,NA,91.61,87.18,87.73
93.4,82.47,92.73,98.01,94.61,90.88
85.44,94.38,90.56,NA,81.98,NA
90.12,NA,83.98,93.73,94.22,NA
NA,NA,NA,90.31,90.25,NA
93.48,80.6,NA,100.94,NA,NA
NA,NA,NA,NA,98.25,90.53
80.78,81.95,92.62,87.55,85.83,NA
NA,NA,81.6,89.29,NA,NA
99.64,105.36,78.01,79.46,100.05,NA
NA,80.25,105.1,NA,NA,NA
NA,NA,NA,84.61,83.08,NA
NA,82.51,83.75,NA,77.98,NA
NA,NA,NA,76.9,77.57,NA
NA,NA,NA,92.62,89.49,87.04
NA,95.01,NA,95.62,92.55,88.01
97.85,79.62,81.02,85.83,89.06,NA
90.92,83.05,82.75,86.05,78.55,NA
88.03,91.12,86.82,NA,82.29,NA
87.35,92.06,84.73,92.84,90.89,NA
NA,NA,NA,NA,86.92,97.05
NA,107.37,NA,77.66,NA,NA
NA,NA,NA,NA,105.44,97.2
87.11,NA,90.6,91.53,88.43,NA
NA,NA,83.37,84.39,84.8,NA
92.33,93.16,100.28,108.12,100.91,90.22
84.1,90.94,NA,NA,NA,NA
96.08,97.35,100.1,106.45,99.87,98.94
NA,92.48,84.45,94.78,93.49,86.4
NA,90.24,88.8,81.3,NA,NA
NA,NA,NA,85.29,89.61,NA
100.81,104.31,104.07,112.4,NA,NA
NA,NA,NA,91.61,86.08,NA
94.83,95.07,92.46,95.73,94.09,86.14
NA,87.21,NA,85.61,85.34,NA
92.04,NA,92.96,98.48,84.63,NA
89.34,91.82,85.12,94.56,NA,NA
NA,NA,NA,NA,92.32,90.34
100.55,100.74,101.78,109.23,102.61,95.65
NA,86.54,86.24,88.04,NA,NA
NA,78.89,98.65,107.03,100.34,92.83
93.53,NA,90.94,NA,92.46,86.37
100.29,90.47,86.58,88.52,87.67,NA
NA,87.16,84.77,90.86,82.39,NA
NA,90.94,87.02,NA,88.54,NA
90.69,NA,79.4,80.14,81.55,NA
90.57,NA,91.03,85.85,85.12,NA
97.07,95.73,101.01,NA,95.39,NA
99.96,103.3,105.95,108.63,104.3,NA
NA,NA,NA,92.03,94.41,89.37
NA,90.45,86.05,87.24,NA,NA
92.14,105.04,91.45,90.71,NA,NA
NA,105.08,87.22,89.29,86.59,NA
NA,NA,92.13,111.44,NA,NA
97.49,92.05,96.19,111.56,97.87,NA
NA,NA,104.14,NA,103.08,90.65
102.18,85.69,89.21,93.33,NA,NA
93.62,103.5,NA,83.09,100.59,95.14
93.86,94.81,NA,105.72,NA,NA
90.3,94.77,100.29,NA,NA,NA
94.47,96.62,80.13,81.95,98.14,NA
84.35,91.09,84.42,94.01,82.77,NA
81.58,82.96,86.5,100.21,82.35,NA
NA,99.64,NA,100.86,NA,NA
95.41,101.96,100.12,98.36,92.78,NA
NA,NA,NA,NA,100.33,88.83
87.48,93.8,87.3,95.54,NA,NA
NA,96.47,NA,105.31,99.5,89.3
NA,94.28,92.99,NA,NA,NA
93.92,85.27,98.07,83.07,NA,NA
81.45,84.51,NA,89.81,96.81,86.87
NA,NA,NA,NA,94.72,85.57
84.99,91.26,85.89,93.54,88.72,84.93
71.48,NA,86.24,NA,NA,NA
86.73,96.94,92.78,96.27,96.68,NA
NA,89.34,86.71,97.41,85.35,NA
NA,91.46,96.73,86.44,NA,NA
NA,NA,NA,89.74,83.66,NA
95.16,92.03,89.12,NA,NA,NA
87.66,89.2,88.46,88.07,86.79,NA
93.82,95.56,91.78,97.3,NA,NA
73.56,85.05,79.32,90.88,78.36,NA
91.98,84.22,90.69,94.74,92.9,NA
NA,NA,NA,NA,93.38,89.2
76.44,90.88,89.66,NA,NA,NA
87.39,86.07,NA,NA,NA,NA
98.15,100.31,102.25,107.33,83.92,NA
NA,NA,NA,NA,91.1,84.29
78.82,NA,95.11,NA,96.1,NA
100.37,97.79,97.05,104.12,98.7,99.03
NA,100.07,93.93,88.43,NA,NA
85.83,94,NA,98.13,NA,NA
99.73,87.78,103.7,107.93,83.18,NA
94.37,NA,93.73,NA,93.14,NA
93.31,98.76,93.96,81.3,96.78,101.37
91.43,92.45,94.49,NA,90.82,86.46
88.91,NA,86.09,92.44,NA,NA
92.25,92.73,NA,84.01,NA,NA
92.49,91.57,91.86,NA,77.42,NA
89.67,NA,89.01,NA,NA,NA
91.87,NA,85.94,NA,NA,NA
94.19,96.33,NA,97.82,NA,NA
NA,95.16,NA,90.63,NA,NA
97.41,99.71,NA,NA,NA,NA
NA,NA,NA,NA,101.39,100.36
NA,NA,NA,91.08,93.39,90.22
103.12,104.59,NA,111.4,99.44,99.24
NA,93.91,90.26,89.91,96.62,NA
94.29,92.14,89.99,NA,84.73,NA
NA,95.76,91.94,93.51,NA,NA
92.86,95.17,93.12,91.31,NA,NA
92.25,97.06,89.88,NA,NA,NA
NA,89.17,87.58,NA,NA,NA
95.73,NA,92.45,NA,NA,NA
90.94,94.82,94.87,96.1,NA,NA
92.97,90.07,NA,NA,NA,NA
84.96,87.55,86.01,90.32,83.5,NA
92.09,89,84.91,NA,NA,NA
91.4,95.18,91.24,95.91,NA,NA
NA,NA,90.95,NA,89.67,86.19
89.35,NA,79.02,NA,NA,NA
93.66,96.63,93.9,97.32,88.02,NA
NA,NA,NA,NA,90.89,87.62
NA,NA,89.44,89.85,87.95,85.05
90.47,94.63,90.54,93.77,92,88
NA,101.48,90,NA,101.23,NA
NA,95.07,89.46,98.35,92.25,84.21
NA,78.58,103.04,108.04,82.4,98.77
89.99,94.12,90.75,90.63,86.82,NA
NA,92.47,89.71,90.07,NA,NA
NA,NA,77.51,NA,89.5,82.43
97.44,85.81,90.78,89.04,88.71,84.84
98.54,103.36,103.15,91.39,89.56,NA
NA,NA,NA,94.13,84.71,NA
NA,NA,87.83,88.34,86.85,NA
93.64,NA,76.29,NA,NA,NA
88.35,NA,91,85.37,87.47,81.63
NA,NA,93.8,88.94,86.75,NA
NA,87.18,85.42,85.24,NA,NA
82.76,92.09,86.9,90.14,88.1,NA
NA,97.27,89.5,83.14,NA,NA
89.94,79.47,NA,NA,NA,NA
NA,86.44,NA,85.26,87.03,NA
89.37,102.65,88.72,91.17,83.89,NA
NA,NA,85.31,NA,81.13,NA
95.35,NA,92.53,98.82,92.84,NA
NA,NA,83.87,92.95,86.63,NA
NA,NA,89.23,91.25,85.79,91.2
91.57,94.63,NA,92.97,NA,NA
87.52,99.81,97.42,104.07,100.21,91.55
NA,NA,98.26,98.83,NA,NA
98.45,89.89,97.43,101.16,NA,NA
NA,NA,NA,107.1,102.99,96.1
NA,84.5,NA,89.2,NA,NA
NA,101.25,100.78,NA,102.88,NA
NA,86.44,NA,90.21,NA,NA
NA,NA,NA,NA,98.57,95.17
93,95.4,90.6,96.21,94.17,NA
NA,NA,94.48,91.54,NA,NA
89,93.64,90.34,91.89,93.35,92.42
NA,91.39,87.25,93.07,88.11,85.43
NA,89.29,87.7,88.03,83.27,NA
NA,NA,91.07,96.82,93.36,NA
101.3,89.78,91.32,95.3,92.79,90.26
86.92,93.42,90.32,88.26,86.76,NA
NA,NA,90.41,NA,83.64,NA
NA,98.02,97.83,NA,101.79,97.7
NA,88.81,87.58,NA,NA,NA
NA,84.66,85.91,83.89,84.79,NA
NA,NA,85.86,87.03,83.23,NA
NA,93.46,81.19,99.03,83.01,NA
87.72,NA,89.55,NA,91.33,NA
91.29,89.03,88.44,93.85,NA,NA
89.81,NA,89.07,NA,89.27,86.62
90.81,92.59,89.27,95.68,90.29,81.87
NA,NA,80.31,NA,85.33,NA
NA,NA,NA,NA,86.82,83.46
89.33,93.4,89.22,86.8,86.1,83.13
NA,NA,NA,83.54,83.44,NA
87.74,89.09,NA,NA,NA,NA
NA,NA,NA,NA,87.6,86.85
79.53,92.96,92.7,96.8,92.13,90.72
NA,NA,103.66,107.8,102.53,95.27
92.81,96.3,96.4,99.96,96.69,93.78
92.21,94.31,94.29,100.23,96.79,90.9
85.88,90.37,84.11,96.18,86.3,NA
NA,NA,92.81,98.14,95.24,89.18
93.73,96.25,94.93,100.58,96.53,NA
94.33,92.79,89.67,92.76,92.72,NA
NA,NA,92.37,NA,96.37,98.76
NA,90.46,90.32,86.55,83.64,NA
77.86,90.87,NA,89.9,NA,NA
88.63,NA,87.94,NA,87.52,NA
87.74,95.15,87.65,93.47,NA,NA
101.29,101.4,NA,90.72,104.59,NA
NA,NA,NA,NA,79,93.77
91.56,87.04,94.02,88.44,86.52,78.08
101.48,NA,95.35,87.57,NA,NA
87.26,92.43,89.85,104.98,NA,NA
NA,98.19,NA,101.37,NA,NA
NA,NA,89.57,94.97,90.45,99.9
98.54,81.32,101.04,84.1,NA,NA
94.3,86.74,106.33,84,105.04,NA
95.58,103.16,91.88,NA,94.73,NA
101.34,NA,91.32,NA,95.46,NA
94.32,97.87,98.35,102.29,95.96,90.61
87.16,90.64,88.4,NA,84.96,NA
99.06,90.79,89.89,NA,NA,NA
90.99,91.85,NA,95.84,91.63,NA
78.04,82.6,91.71,91.15,90.8,NA
94.08,84.76,94.69,85.67,88.06,NA
86.39,NA,89.58,NA,84.03,NA
NA,NA,NA,89.12,86.61,NA
NA,78.44,77.61,NA,NA,NA
99.17,NA,87.03,83.48,83.05,NA
NA,NA,NA,85.87,84.05,81.9
80.57,85.63,NA,NA,NA,NA
NA,91.82,82.26,94.13,NA,NA
92.81,98.44,78.36,89.39,85.92,86.53
87.84,86.47,86.62,93.07,87.22,NA
89.56,91.56,87.42,NA,89.58,NA
85.45,88.42,86.74,NA,NA,NA
NA,NA,NA,89.69,88.63,NA
93.41,NA,93.75,NA,86.86,NA
NA,NA,NA,NA,89.67,83.44
90.32,79.53,92.83,84.71,NA,NA
89.93,86.81,89.65,NA,NA,NA
99.39,89.75,88.04,NA,NA,NA
90.92,90.55,86.14,NA,82.2,NA
NA,NA,91.06,82.62,83.18,89.41
NA,79.46,91.44,97.09,NA,NA
NA,NA,90.83,91.14,97.69,94.45
91.57,91.61,101.67,92.86,102.89,NA
100.27,101.08,NA,105.17,NA,NA
NA,NA,NA,87.05,86.8,NA
90.12,86.22,83.2,NA,NA,NA
94.54,97.12,92.56,88.83,87.48,NA
NA,87.25,103.83,85.56,84.86,NA
NA,NA,93.73,102.36,94.98,94.94
NA,NA,108.9,110.18,NA,NA
NA,NA,NA,NA,93.59,92.93
97.64,104.37,89.42,NA,NA,NA
102.47,101.11,96,99.94,106.36,NA
NA,NA,99.65,97.87,94.68,89.9
103.9,105.49,107.32,108.54,107.47,99.47
NA,97.62,94.49,NA,98.1,NA
NA,89.35,90.82,NA,NA,NA
102.83,99.42,99.71,100.9,95.35,105.31
NA,NA,NA,97.1,90.3,NA
86.4,82.25,83.15,95.55,85.12,95.33
NA,NA,NA,NA,93.62,90.56
94.5,96.69,90.8,96.84,98.51,90.44
82.29,NA,84.01,NA,83.59,NA
NA,NA,103.78,82.28,103.25,93.01
NA,NA,86.72,88.72,81.43,NA
100.91,100.85,96.25,98.81,96.45,82.68
NA,85.81,86.99,NA,NA,NA
103.68,NA,91.12,NA,NA,NA
102.42,97.2,90.12,NA,NA,NA
NA,91.9,86.61,91.5,92.02,NA
93.03,93.79,96.03,87.02,89.82,NA
NA,96.45,NA,98.22,95.49,NA
89.58,94.37,90.29,NA,NA,NA
91.52,92.36,92.13,86.5,100.57,89.01
NA,93.99,93.51,NA,NA,NA
NA,88.48,88.87,NA,100.74,85.68
82.86,NA,82.97,NA,84.88,NA
76.11,81.06,78.57,66.09,75.57,NA
NA,NA,NA,97.96,94.69,93.85
95.08,NA,76.71,NA,78.51,79.49
NA,106,108.48,NA,NA,NA
NA,NA,106.95,NA,104.96,96.87
101.68,105.4,83.29,109.24,86.12,NA
103.69,85.58,90.07,96.09,NA,NA
97.17,101.44,99.06,NA,100.74,NA
NA,NA,80.4,NA,77.9,NA
96.18,96.09,NA,NA,NA,NA
92.96,NA,97.12,NA,101.59,88.52
NA,NA,87.19,NA,89.46,NA
NA,90.61,87.97,85.23,NA,NA
NA,83.28,80.57,80.75,NA,NA
100.08,88.19,87.36,83.37,83.91,NA
79.57,NA,81.09,NA,NA,NA
88.27,92.52,94.48,96.92,81.64,NA
81.1,NA,81.05,82.67,NA,NA
NA,NA,NA,NA,91.08,90.91
NA,101.23,NA,105.02,NA,NA
NA,101.81,110.19,NA,NA,NA
NA,NA,NA,NA,81.23,99.29
102.69,105.04,107.97,107.89,108.07,NA
NA,88.16,NA,92.79,NA,NA
91.23,90.9,88.59,95.15,90.72,105.46
NA,NA,99.14,NA,91.35,NA
NA,85.57,103.52,100.59,97.04,NA
NA,83.76,89.39,NA,NA,NA
NA,98.2,NA,98.94,95.54,88.91
NA,92.85,92.38,NA,NA,NA
NA,NA,NA,NA,93.75,88.5
104.05,NA,105.16,NA,106.11,NA
85.49,102.01,95.49,107.71,NA,NA
NA,NA,91.36,95.83,94.95,88.89
90.26,96.8,93.93,97.76,94.58,NA
NA,98.89,94.57,NA,NA,NA
85.49,NA,95.37,NA,81.4,NA
NA,99.98,103.25,88.51,NA,NA
NA,96.45,NA,94.64,NA,NA
NA,92.18,101.16,93.32,87.11,NA
99.42,104.04,81.02,NA,NA,NA
86.18,NA,100.83,NA,98.59,106.19
99.9,84.87,83.09,NA,101.11,NA
100.79,101.36,88.54,103.98,104.74,NA
103.71,86.58,84.36,90.86,88.45,NA
87.61,91.23,85.53,89.9,105.25,96.81
NA,NA,98.67,NA,105.01,NA
NA,106.63,NA,89.67,NA,NA
NA,NA,81.36,82.42,NA,NA
97.08,94.24,86.76,91.43,90.87,NA
NA,NA,NA,NA,104,83.2
NA,105.24,78.53,75.52,NA,NA
NA,NA,NA,NA,81.25,101.87
NA,98.71,89.7,94.82,100.29,98.02
96.55,99.2,NA,102.63,80.51,92.84
NA,100.44,92.82,NA,NA,NA
NA,NA,NA,94.55,93.45,NA
NA,NA,78.58,76.09,85.35,NA
90.05,NA,93.63,99.98,NA,NA
NA,NA,NA,NA,90.48,83.66
NA,89.3,NA,97.24,NA,NA
NA,NA,NA,NA,94.16,87.9
NA,NA,92.61,95.71,83.42,NA
NA,99.69,97.53,NA,98.29,91.19
NA,99.26,NA,98.46,NA,NA
94.94,89.45,94.5,NA,NA,NA
84.15,87.39,86.81,91.36,94.67,99.12
NA,NA,84.04,85.31,81.49,NA
NA,NA,88.65,96.13,94.02,87.75
NA,NA,NA,NA,94.97,87.71
104.21,85.92,89.68,NA,NA,NA
85.73,92.31,89.36,NA,NA,NA
99.44,86.53,98.52,84.7,93.17,87.4
NA,NA,NA,102.45,95.63,87.25
88.47,92.35,87.56,NA,NA,NA
86.74,87.6,88.21,NA,87.1,NA
85.74,NA,90.54,95.84,94.53,87.13
NA,84.68,84.93,NA,94.54,87.38
NA,98.02,NA,106.09,94.66,NA
94.04,98.89,97.1,NA,95.02,NA
82.93,85.59,NA,NA,NA,NA
NA,NA,90.86,95.8,95.35,NA
89.62,94.41,91.06,94.05,94.34,85.43
95.02,98.81,94.48,102.84,96.68,NA
NA,80.02,75.46,NA,NA,NA
80.1,82.19,82.91,94.5,87.25,NA
NA,NA,88.1,90.29,88.31,86.65
99.69,83.88,88.17,NA,NA,NA
NA,101.8,100.66,NA,99.48,99.59
103.7,101.46,88.81,100.25,90.28,NA
88.1,91.89,89.13,NA,87.07,NA
NA,102,96.72,105.47,97.98,94.83
102.45,98.54,95.41,100.61,95.53,NA
NA,94.04,79.79,NA,103.14,101.11
85.36,93.86,NA,NA,NA,NA
NA,NA,87.58,88.98,NA,NA
NA,NA,89.61,98.82,87.16,NA
NA,88.96,88.66,NA,87.87,NA
NA,NA,NA,NA,87.91,83.37
NA,NA,NA,86.08,88.19,NA
NA,NA,NA,92.7,86.65,NA
98.89,93.18,90.69,NA,NA,NA
84.31,87.86,81.7,NA,NA,NA
95.1,82.84,NA,NA,NA,NA
90.05,94.68,92.82,101.61,93.07,NA
93.79,99.04,91.38,101.39,95.53,90.51
NA,91.5,84.56,NA,NA,NA
94.47,99.6,94.59,103.69,NA,NA
NA,94.39,NA,87.45,NA,NA
NA,NA,NA,NA,94.25,91.67
105.29,92.06,95.4,101.03,94.05,97.45
95.5,90.52,94.54,NA,NA,NA
NA,97.79,NA,90.88,89.36,NA
91.84,96.03,95.72,104.08,94.12,NA
91.77,NA,92.18,99.01,91.74,NA
87.62,NA,87.65,NA,NA,NA
86.58,93.26,89.99,NA,94.11,108.14
NA,89.8,90.92,NA,NA,NA
84.78,94.25,86.64,81.42,NA,NA
NA,NA,98.45,86.37,85.94,NA
NA,NA,90.65,NA,86.82,NA
91.12,96.69,94.33,102.75,93.36,NA
95.65,86.42,89.59,84.5,NA,NA
88.24,NA,85.03,NA,84.42,NA
84.38,NA,90.09,NA,NA,NA
NA,83.45,NA,91.74,84.87,NA
81.83,86.53,NA,NA,NA,NA
NA,81.26,83.92,NA,81.16,77.65
88.52,88.58,85.46,92.12,89.52,107.27
95.13,96.58,NA,107.44,NA,NA
94.18,97.63,97.46,NA,97.89,NA
NA,NA,NA,NA,97.34,106.32
NA,NA,81.67,85.6,83.04,NA
84.58,84.37,89.31,NA,95.39,NA
89,93.14,NA,NA,NA,NA
96.41,NA,95.67,103.07,96.81,85.92
87.04,87.72,84.1,88.67,NA,NA
95,99.27,95.16,100.28,95.66,NA
84.46,90.88,NA,NA,NA,NA
NA,103.67,95.61,87.17,86.18,NA
94.55,NA,91.66,90.34,90.65,NA
95.18,88.73,NA,84.89,83.92,NA
91.76,94.01,87.99,NA,NA,NA
NA,NA,NA,91.31,86.91,NA
99.25,96.6,86.35,NA,NA,NA
NA,97.36,89.31,85.27,82.52,NA
89.1,91.63,NA,87.43,90.22,NA
NA,NA,NA,90.76,87.26,NA
NA,NA,92.27,NA,89.02,NA
NA,NA,NA,89.52,87.8,NA
95.39,94.57,NA,90.78,88.65,NA
94.52,99.55,NA,101.1,94.11,106.44
95.12,NA,94.32,101.66,94.8,NA
NA,82.53,NA,91.21,NA,NA
96.1,84.22,83.39,NA,87.55,NA
89.12,92.77,NA,NA,NA,NA
NA,97.89,88.5,98.91,84.21,90.17
NA,NA,NA,91.78,87.56,NA
93.69,96.33,89.68,NA,NA,NA
NA,NA,NA,97.06,90.6,87.58
90.24,90.51,NA,NA,NA,NA
110.79,107.87,91.83,85.88,86.08,NA
94.21,NA,90.13,NA,NA,NA
84.81,89.01,85.61,97.28,NA,NA
NA,85.79,88.13,NA,NA,NA
92.3,NA,89.19,83.37,84.36,NA
91.95,96.16,94.78,105.48,97.63,92.15
93.6,94.65,NA,NA,NA,NA
81.14,86.33,87.76,NA,88.67,NA
85.65,91.05,NA,NA,NA,NA
NA,90.09,83.54,83.27,NA,NA
82.88,85.52,NA,NA,NA,NA
90.89,94.19,91.1,NA,NA,NA
NA,NA,NA,98.41,93.76,NA
85.74,91.82,82.07,NA,NA,NA
NA,NA,93.53,88.95,87.32,NA
83.77,NA,90.36,NA,80.18,84.89
NA,NA,NA,91.44,89.73,NA
NA,NA,94.62,93.76,89.93,89.95
NA,NA,NA,91.66,86.68,NA
88.74,91.43,82.2,84.96,80.71,NA
NA,98.64,93.4,97.77,88.6,NA
94.44,94.44,88.36,88.86,NA,NA
94.51,92.9,86.6,84.53,NA,NA
89.92,93.47,87.73,NA,NA,NA
85.38,89.94,NA,NA,NA,NA
97.98,99.82,NA,NA,NA,NA
NA,NA,84.77,NA,84.39,NA
88.9,92.36,89.41,78.3,NA,NA
NA,NA,95,91.88,NA,NA
NA,91.01,NA,84.93,NA,NA
NA,NA,80.37,88.54,84.63,81.54
97.36,94.04,89.67,NA,NA,NA
90.04,91.4,86.26,101.43,NA,NA
NA,93.9,89.36,85.67,NA,NA
99.5,99.75,95.84,NA,NA,NA
92.36,96.12,NA,NA,NA,NA
NA,NA,89.76,87.99,89.89,NA
96.84,99.77,94.09,NA,NA,NA
91.7,97.48,77.02,89.68,78.47,NA
91.82,94.93,89.19,NA,88.89,NA
NA,NA,92.78,NA,86.26,NA
91.77,88.54,86.8,86.25,85.75,NA
NA,90.9,85.87,NA,NA,NA
91.79,92.36,NA,NA,NA,NA
NA,NA,NA,87.71,84.59,NA
95.3,95.49,NA,108.15,96.14,NA
NA,NA,NA,92.53,89.05,NA
80.25,96.62,91.42,NA,NA,NA
NA,NA,NA,84.55,87.78,83.29
NA,87.86,90.9,87.85,87.9,NA
NA,94.32,88.71,NA,NA,NA
NA,NA,88.8,82.46,NA,NA
NA,NA,90.31,87.1,NA,NA
NA,89.9,92.41,NA,NA,NA
84.31,89.07,87.13,NA,85.46,NA
NA,NA,89.78,NA,92.33,110
NA,NA,NA,94.27,92.08,NA
91.14,90.64,NA,NA,NA,NA
95.81,97.87,NA,92.53,NA,NA
97.83,90.41,89.48,NA,NA,NA
NA,NA,90.68,87.49,83.94,NA
NA,NA,104.23,NA,112.21,NA
86.06,87.92,NA,NA,NA,NA
91.97,95.55,97.54,106.1,NA,NA
NA,NA,87.58,90.6,96.19,NA
NA,NA,NA,85.39,83.12,NA
NA,98.48,93.71,NA,NA,NA
91.41,89.3,83.41,NA,NA,NA
97.58,96.45,89.33,NA,NA,NA
NA,97.52,90.58,NA,NA,NA
97.91,98.29,NA,93.74,NA,NA
93.02,86.8,86.04,NA,NA,NA
NA,NA,NA,85.8,86.45,NA
NA,92.96,94.58,NA,NA,NA
NA,NA,NA,90.51,89.55,NA
95.84,96.6,90.62,NA,NA,NA
NA,97.29,93.54,NA,NA,NA
NA,NA,NA,89.45,88.97,NA
NA,NA,89.66,86.66,NA,NA
NA,NA,93.21,92.89,85.97,NA
NA,NA,NA,90.79,90.19,NA
NA,NA,NA,NA,92.49,87
NA,NA,NA,106.87,97.66,NA
77.74,77.76,99.55,78.23,NA,NA
NA,97.95,96.24,NA,89.59,83.55
NA,93.99,91.46,88.05,90.32,83.99
80.11,NA,84.11,NA,NA,NA
93.84,98,92.05,100.01,94.9,NA
87.95,91.78,NA,87.82,85.12,NA
NA,91.03,92.39,104.45,87.88,NA
79.95,NA,76.12,NA,97.39,NA
87.41,89.06,NA,NA,NA,NA
89.69,88.96,82.72,NA,NA,NA
81.6,82.62,NA,NA,NA,NA
76.34,100.01,NA,NA,NA,NA
94.33,NA,92.84,NA,85.94,NA
98.06,97.08,NA,101.3,107.58,NA
NA,NA,95.51,110.2,NA,NA
NA,NA,NA,100.01,91.22,NA
NA,NA,91.44,NA,96.48,88.9
96.23,NA,84.45,NA,NA,NA
NA,NA,NA,108.2,99.68,94.25
86.81,NA,85.19,NA,84.49,NA
87.37,NA,90.29,NA,NA,NA
NA,NA,83.68,NA,87.69,NA
93.68,96.61,NA,NA,NA,NA
NA,NA,NA,NA,89.56,83.15
NA,NA,96.19,90.26,92.96,NA
93.77,NA,93.75,NA,88.86,NA
NA,NA,NA,NA,94.55,88.3
94.03,98.12,99.76,113.42,102.66,NA
NA,95.46,NA,102.94,96.69,NA
NA,93.97,NA,102.34,93.06,NA
NA,NA,NA,87.88,85.12,NA
93.52,96.89,90.25,96.16,91.41,108.32
93.97,96.12,NA,NA,NA,NA
90.33,95.02,NA,NA,NA,NA
NA,NA,NA,85.88,85.61,NA
92.92,98.83,NA,106.08,98.18,NA
85.27,NA,83.57,NA,80.78,NA
91.76,97.34,91.57,NA,NA,NA
94.77,102.98,NA,84.08,87.99,79.31
NA,86.12,87.08,NA,87.63,NA
92.17,94.12,95.97,105.44,93.47,110.85
91.65,NA,83.12,98.47,96.17,NA
NA,NA,NA,103.01,92.85,NA
75.95,NA,83.39,NA,NA,NA
NA,93.86,94.83,98.89,91.96,NA
NA,101.39,99.86,103.83,99.58,NA
95.26,87.42,NA,NA,NA,NA
NA,91.17,89.47,88.39,NA,NA
NA,95.01,86.38,NA,NA,NA
NA,NA,NA,93.81,86.52,79.74
97.85,87.15,94.2,NA,NA,NA
NA,NA,83.09,NA,89.41,NA
94.16,93.79,102.84,103.83,115.35,NA
95.8,NA,103.1,NA,102.22,NA
NA,95.98,91.09,90.38,83.14,NA
84,98.38,88.81,NA,NA,NA
90.42,94.83,88.49,NA,NA,NA
NA,NA,NA,NA,96.22,88.56
86.7,92.98,NA,NA,NA,NA
88.19,95.93,88.5,NA,NA,NA
86.21,93.28,87.62,96,92.91,89.24
NA,90.54,93.36,NA,NA,NA
NA,93.59,90.81,87.58,84.75,NA
NA,87.45,NA,86.86,87.12,NA
88.23,91.77,85.22,NA,NA,NA
88.89,NA,85.69,83.07,85,NA
85.63,89.42,NA,85.7,NA,NA
84.11,90.41,87.53,NA,NA,NA
90.99,96.83,NA,NA,NA,NA
NA,NA,NA,86.7,82.26,NA
NA,NA,88.79,87.08,84.67,NA
97.12,103.89,97.26,NA,NA,NA
82.04,NA,78.21,NA,NA,NA
NA,NA,87.49,83.77,NA,NA
88.73,85.38,89.98,NA,NA,NA
105.83,103.93,NA,91.35,88.79,NA
NA,87.04,90.39,84.68,NA,NA
NA,NA,NA,91.22,88.57,NA
96.15,94.97,NA,107.85,99.8,91.03
95.34,100.46,93.46,93.73,NA,NA
91.73,NA,89.25,NA,NA,NA
88.79,93.09,87.96,82.75,NA,NA
94.82,95.57,92.14,NA,NA,NA
NA,101.21,93.7,92.42,NA,NA
NA,NA,NA,83.76,83.82,NA
82.55,91.58,85.42,NA,NA,NA
98.31,98.9,88.92,86.81,85.52,NA
70.41,89.24,92.72,NA,85.64,82.56
NA,NA,93.05,92.52,NA,NA
NA,NA,NA,87.04,75.43,NA
NA,83.87,NA,82.47,NA,NA
NA,NA,NA,90.77,88.04,NA
94.1,94.45,89.3,88.3,NA,NA
NA,100.73,NA,104.41,NA,NA
NA,85.61,NA,90.9,90.11,NA
80.45,NA,81.44,NA,80.6,NA
NA,NA,NA,NA,87.76,81.03
87.09,88.06,87.38,NA,81.36,NA
85.86,92.13,84.91,NA,NA,NA
95.45,95.69,93.89,NA,NA,NA
NA,NA,NA,84.65,82.7,NA
78.87,NA,94.62,NA,88.16,NA
93.7,92.65,93.6,81.21,NA,NA
93.26,97.05,95.8,107.13,100.3,NA
92.76,92.75,87.92,81.17,NA,NA
